protein	pval	beta	se	pval_fdr	dummy_ref	dummy_alt	sample_size
O76096	0.1714087865535999	6.707285486479	4.904093826641396	0.41836266972711	A	G	300
O77932	0.2699319219534724	5.43014977598241	4.922094409984086	0.5338577731014078	A	G	300
O94760	0.0060578048355205	18.294953800436684	6.665712251111083	0.0413905430909344	A	G	300
O94766	0.3121840466014214	-12.306801734406804	12.17711723560373	0.5745761785251295	A	G	300
O94779	0.1673420599713717	-13.832796325304864	10.017995601278413	0.4128430381557235	A	G	300
O94813	0.1263367517243658	10.127824991331243	6.625086291630152	0.3494598975254474	A	G	300
O94830	0.8467728324943856	0.8178360068178265	4.232280256651071	0.9305581052355532	A	G	300
O94856	4.056914760351828e-06	51.93270621594454	11.269030046745645	9.04599085113564e-05	A	G	300
O94903	0.6319004805877284	1.6974513535267417	3.5433430996250035	0.8070753405320309	A	G	300
O94907	0.0237271615634901	13.497643480256672	5.968398144099811	0.1205339807425296	A	G	300
O94916	0.5119684315072923	1.393978010925669	2.125693186955953	0.7352127224767715	A	G	300
O94979	0.3826935912956012	3.938097528648801	4.511283015402628	0.6332171153892145	A	G	300
O94985	0.6053180548200239	3.9238198428447513	7.592999422279273	0.7914655497445343	A	G	300
O94986	0.3107839536357057	4.318892939521863	4.261034769828061	0.5731060155112983	A	G	300
O94988	0.1542642684680928	5.177185773230038	3.634057153732429	0.3938863008700166	A	G	300
O94992	0.3093756394116801	3.6264085254258775	3.567428221370593	0.5712302419225775	A	G	300
O95049	0.2743903939866251	6.832609616785567	6.251199566852311	0.539000901704729	A	G	300
O95157	0.2365577767796071	-11.890746494680968	10.045961383651456	0.4996824684538946	A	G	300
O95166	0.5312965233274427	-4.371260389503909	6.98253085985616	0.7493354209414311	A	G	300
O95180	0.4555468892959204	-3.498434049705088	4.6883358779655495	0.6941327405494958	A	G	300
O95183	0.0435497957125201	12.14844213603083	6.018852721925969	0.1787345374885345	A	G	300
O95196	0.021039432041634	-15.34167877719372	6.649259991284813	0.1097431803457373	A	G	300
O95202	0.4524161192589071	3.391754721979184	4.5139551598876455	0.6915266794114431	A	G	300
O95256	0.2985387861196941	-2.8032732296260074	2.6965647405093334	0.5610931038872883	A	G	300
O95274	0.0071814695848867	31.879035149163563	11.858392585339423	0.04724565913841	A	G	300
O95295	0.0012207701512632	16.14375880218394	4.991913138414138	0.0110299394965524	A	G	300
O95372	0.4988812508000123	-2.0035626300669858	2.962749648980128	0.7247842680644576	A	G	300
O95379	0.3620272091388865	4.008811037740645	4.397993582319059	0.617545228843842	A	G	300
O95388	0.0151465687482218	23.13713333436745	9.525940741943923	0.0852468734365238	A	G	300
O95393	0.0889474823115521	23.4957734648721	13.813112358869091	0.2848855217456619	A	G	300
O95407	5.7134991546075625e-05	26.43903741648556	6.569780001424278	0.0008647218150574	A	G	300
O95429	0.0341804688554329	10.332459881703247	4.878550988059024	0.1543139869037395	A	G	300
O95433	0.7757135954702049	1.6174511219088437	5.677072879835607	0.8920706347907357	A	G	300
O95445	0.0080471500919277	29.75443215690487	11.227727091037517	0.0518579259868139	A	G	300
O95466	0.835303929154279	-0.6252079645750823	3.007195519236335	0.9231641229888948	A	G	300
O95467	0.2608635693124778	-4.626520266803891	4.114831246398672	0.5258270057067925	A	G	300
O95497	3.5829260116646263e-08	34.92425408572559	6.338034584333677	1.610111827703442e-06	A	G	300
O95498	0.0418774236770266	15.948927593815556	7.8383269507799	0.1742506475222146	A	G	300
O95502	0.0796768783020395	-14.06885741305509	8.027585615516	0.2656805496806591	A	G	300
O95544	0.8919854924558875	0.6458611643146744	4.756243534875003	0.9496244123448184	A	G	300
O95630	0.5872717692409262	2.200398872843603	4.05383921991463	0.7790285367632813	A	G	300
O95633	0.2667076154597562	10.164841632961734	9.151937143156436	0.5296077122759673	A	G	300
O95644	0.3808872045113429	2.4644619194303723	2.812469078280696	0.6325042261728022	A	G	300
O95670	0.7568736679735467	1.3176397571410063	4.256096218588856	0.8790568525450219	A	G	300
O95684	0.4572212095511594	2.528293187097597	3.4008476790255453	0.6948715676893531	A	G	300
O95696	0.150681971511666	-9.769922425313815	6.79823278150353	0.3871082135317295	A	G	300
O95715	0.6178008581848644	-2.431960767566067	4.873966603971996	0.7998417848523984	A	G	300
O95721	0.0696439943101545	5.400715532935262	2.976881573217108	0.243625610653499	A	G	300
O95727	0.5511679312215287	-5.432996202233581	9.11559841196754	0.7630149417526471	A	G	300
O95750	0.382080777938251	3.692267890320948	4.224230194943552	0.6326859140349383	A	G	300
O95760	0.7902715882373164	-2.407082059527322	9.050611164044822	0.8997349622163051	A	G	300
O95777	0.258694156829406	-5.200301953634303	4.604143816609927	0.5242931882051577	A	G	300
O95786	0.652734883018089	1.868769848443277	4.153134736069103	0.8197338492772995	A	G	300
O95793	6.00423056933847e-05	17.06551319376264	4.252934257388277	0.0008902719539613	A	G	300
O95817	0.7382372457616989	2.685486276482518	8.035840466859872	0.868811843219147	A	G	300
O95825	0.7911774627262821	0.7903453335133268	2.9848915743866256	0.8997349622163051	A	G	300
O95831	0.0450024121752598	5.738932039983108	2.8628358147492534	0.1827229713028266	A	G	300
O95835	0.0172932291779358	7.650812935636944	3.214069121005972	0.0940661497742094	A	G	300
O95841	0.8445768924433876	2.609332100071448	13.310032016820392	0.9298858307523048	A	G	300
O95858	0.7357219702991586	-1.7879895600268552	5.2973711250878	0.8684415660155943	A	G	300
O95866	0.8983458060451172	-0.4722094584674307	3.696318770301053	0.9512107113556144	A	G	300
O95954	1.4500238332557216e-08	18.160671088129924	3.2044241700937706	7.843554846185116e-07	A	G	300
O95965	0.7884832493803036	-2.1903907358909	8.16454784963613	0.899671707593698	A	G	300
O95971	0.1358301101642864	13.27933006081808	8.903335296935213	0.3646688895127578	A	G	300
O95980	0.8458014421437505	3.3599364759647328	17.276671624903727	0.9301905167552316	A	G	300
O95988	0.3467446238863754	3.276986407314457	3.482738196424729	0.6046812217146881	A	G	300
O95994	0.6419057610587364	1.5600162543561116	3.354614806082658	0.8125884064247079	A	G	300
O95997	0.0308780662789766	13.726913454476032	6.359054831455695	0.1445429993604016	A	G	300
O95998	0.0548535132665022	23.070581242306123	12.015710411799422	0.2100372140748178	A	G	300
O96007	0.2348683288865386	5.620576285467179	4.731477800193964	0.4983017086088487	A	G	300
O96013	0.000290669541524	13.479889622507775	3.72015365613036	0.0034235714951274	A	G	300
O96017	0.2918370099259838	-4.565460819723381	4.331144697102881	0.5576186604422274	A	G	300
P00167	0.8901942779717671	-0.6127310050778282	4.438202166159289	0.9489990824655226	A	G	300
P00325	2.032909531269336e-06	17.33831117169414	3.650074722192396	4.810511348528628e-05	A	G	300
P00352	8.140960306424455e-08	27.14656358522529	5.060902996322588	3.257499322611758e-06	A	G	300
P00390	0.1795807616744188	16.315862880103914	12.157445349913877	0.4276931909127393	A	G	300
P00441	0.1163845891456205	8.581372688806457	5.465385718140333	0.3328940422541094	A	G	300
P00519	0.0079324507513066	9.98843057904426	3.762217768392608	0.051376249766223	A	G	300
P00533	0.033556015631055	40.04018211256363	18.839186491358653	0.1533354253643391	A	G	300
P00568	0.083737818878463	7.52078730773199	4.34878821051028	0.2742131938833974	A	G	300
P00734	4.4294345503765147e-07	115.11420630556178	22.797101809561703	1.3384546114592458e-05	A	G	300
P00736	0.0252450664164932	40.16358897846705	17.949148886454438	0.1254095901404364	A	G	300
P00740	1.525203117026226e-06	81.01219512352395	16.849791621122932	3.775523987147124e-05	A	G	300
P00742	4.393390136326501e-09	95.96650118336343	16.352378351705937	2.916611951865843e-07	A	G	300
P00746	0.1394970504922414	23.560279404175976	15.944246232566272	0.3683288220392589	A	G	300
P00747	4.779951657744664e-06	85.55292489653122	18.703277673239764	0.0001049792390396	A	G	300
P00748	0.0251032430695439	22.807564562047887	10.182810972907491	0.1253415280042158	A	G	300
P00749	0.5277973784483092	7.102293964353099	11.24898630195653	0.7474534305301588	A	G	300
P00750	0.0039342132464476	17.89335125466771	6.2056668416774405	0.0296946689738331	A	G	300
P00751	0.0047081890201396	35.32598630043192	12.498804073409604	0.0339570867353772	A	G	300
P00797	0.3727191273342696	4.587736237146497	5.1467124921022895	0.6267775307676462	A	G	300
P00813	0.2224506207572312	10.5401979926138	8.639240277454084	0.4867498948099975	A	G	300
P00915	0.0001342743403551	19.764576162177967	5.176027090423912	0.0017354661423771	A	G	300
P00918	0.0074430257243491	11.694568422990873	4.369606231377277	0.0485291922786243	A	G	300
P00966	0.0001861927958801	16.060574283266796	4.297662442605196	0.002266121486524	A	G	300
P00995	0.5847914033014492	4.439245051111162	8.124541909595926	0.7782121590175549	A	G	300
P01008	0.0196482425667551	56.57652932130592	24.25056761931545	0.1041963621243017	A	G	300
P01009	0.7062907345882362	-17.091457743529208	45.35439240367816	0.8504019932944097	A	G	300
P01011	0.5609141238538385	-13.85297701731166	23.82347723559204	0.7687942558304411	A	G	300
P01019	0.9926918939398136	0.0982701978496131	10.72879575931548	0.9971267801410644	A	G	300
P01024	0.0045235758793804	13.155816626425734	4.6337381895663965	0.0327875065599755	A	G	300
P01031	0.6809609251448712	5.6665154221862295	13.78203795143418	0.8355853832389831	A	G	300
P01033	0.1086294783390924	18.18748073251553	11.33611587494864	0.3202272739164193	A	G	300
P01034	0.006138100627223	32.08090735914539	11.707030031890838	0.041696260307252	A	G	300
P01037	0.852265309275792	-0.8181922050786065	4.393477452104707	0.9331165031506023	A	G	300
P01100	0.7502732897068795	2.41246894512219	7.579729480960332	0.8762688041718492	A	G	300
P01112	0.4197657613008543	3.153469484346642	3.908479477970603	0.6627761020323218	A	G	300
P01127	0.2349975874762113	4.759032831831294	4.007325209607744	0.4983017086088487	A	G	300
P01130	2.1027267656778305e-51	95.68593329873926	6.344057484945053	6.142064882544943e-48	A	G	300
P01133	0.5735659156217064	1.6786980991481564	2.9827211777569844	0.7753226155565435	A	G	300
P01135	0.0474797835624267	18.33477093693523	9.250663879957536	0.1902447843427275	A	G	300
P01137	0.0010348231910577	29.302840937142463	8.931386036083154	0.0096329133511325	A	G	300
P01138	0.6778805096688192	10.760815746697771	25.90738391036116	0.8337216710495245	A	G	300
P01178	3.26492747000676e-08	17.07086658146431	3.0888540615432656	1.490133303107773e-06	A	G	300
P01189	0.0026518747203744	12.5245364594629	4.167273792299548	0.0215769528083944	A	G	300
P01210	0.1655408720818231	15.446320987112356	11.13910645046452	0.4104795308582388	A	G	300
P01215	0.8065706903348864	1.2360733337712335	5.048237818461811	0.909298721137863	A	G	300
P01222	0.6023036937573683	2.2153057588807927	4.251287533815387	0.790354487630401	A	G	300
P01225	0.2853384075188889	6.738779511083665	6.307333954791134	0.5505108905962183	A	G	300
P01229	0.4706522276925818	-3.11820445779832	4.32232550499599	0.7054850789404948	A	G	300
P01236	0.0624990837269652	-9.953350792611726	5.343397074255248	0.2265194456462123	A	G	300
P01241	0.0005458860362854	-7.900429535431312	2.285232120946944	0.005576829616962	A	G	300
P01242	0.5804149750928806	-1.2339458865491852	2.232260306925832	0.7773462367016527	A	G	300
P01258	1.0613328491336588e-05	28.60799664605792	6.495491531525915	0.0002061753504973	A	G	300
P01266	0.2727570950004286	4.530820860247007	4.131188828267908	0.5376001852201431	A	G	300
P01270	8.539538050825757e-14	31.88341609378042	4.272926911955003	2.2676355133147288e-11	A	G	300
P01275	6.309445721282161e-18	27.28322422235601	3.162613742329059	3.6859781903730384e-15	A	G	300
P01298	0.0675322952622661	8.530175998640054	4.666104720789023	0.2390756307735644	A	G	300
P01303	5.605566514759133e-14	36.63159353310517	4.873179103559109	1.6373859789611428e-11	A	G	300
P01350	0.2847246044946085	3.180545197101356	2.973122063096401	0.5505108905962183	A	G	300
P01374	0.6016614308251815	4.9904381929682256	9.559992326310816	0.7898665345799349	A	G	300
P01375	0.2898967845424404	5.0062020189513055	4.730203752762519	0.5564653613073638	A	G	300
P01579	0.1796570802358358	4.745159928255584	3.5363830667541074	0.4276931909127393	A	G	300
P01583	0.6962364396520544	2.099983692225785	5.378975556754615	0.8438616764413489	A	G	300
P01584	0.1733603469401575	6.188518031381411	4.545416402533276	0.4216366139985013	A	G	300
P01588	0.8138372147597601	0.9864005764779388	4.188916481048036	0.9118598021915072	A	G	300
P01589	0.4816127913366141	6.8833160024958575	9.781453408375842	0.7130212688769639	A	G	300
P01591	0.0849199318158664	18.815949938816644	10.921559167295918	0.2768427687881091	A	G	300
P01730	6.88707135304371e-07	64.26378102857264	12.944607671261869	1.934339944446219e-05	A	G	300
P01732	0.3053419538138382	6.168096552440725	6.017390978818529	0.5666479333482982	A	G	300
P01833	5.768595009072333e-05	43.6214986844232	10.845501892539144	0.000868560104201	A	G	300
P01903	0.3524271485272814	5.189195692537511	5.580430021943635	0.6077654348184378	A	G	300
P02008	0.0141169812896511	11.651134996543744	4.747285899025618	0.0806960906987688	A	G	300
P02144	0.0321364522839625	-15.416431418816355	7.194831230396292	0.1487647814920039	A	G	300
P02452	0.3736324352284111	-6.4185462790247145	7.21436367947223	0.6270532033086079	A	G	300
P02458	0.0742179370719815	9.202713690221929	5.15480938659231	0.2527273237777793	A	G	300
P02461	0.0780948792546434	22.72412839824356	12.89788933672156	0.2625030406246414	A	G	300
P02462	0.0005402681367032	-27.56550267508833	7.967014739352178	0.005556771927148	A	G	300
P02533	0.301589805099927	8.732438258144414	8.453227180577494	0.563113184315062	A	G	300
P02647	0.0062095396739562	35.45634062111406	12.956790922879977	0.0420836783935639	A	G	300
P02649	4.723464610402132e-16	61.58597412648686	7.585968765884609	1.724655015873079e-13	A	G	300
P02652	0.3111122340041126	-6.048194979374815	5.971220060193797	0.5733494230448031	A	G	300
P02654	4.58179784659578e-11	61.9047268503183	9.402400669581128	6.083377959048306e-09	A	G	300
P02671	0.2771492824861398	8.293529748600156	7.631528682232485	0.5425347324019004	A	G	300
P02730	0.0004561454817428	18.065537522538925	5.153822864535554	0.004934818341373	A	G	300
P02743	4.4072669246174884e-08	60.38038004615501	11.030992464918496	1.92143681892652e-06	A	G	300
P02745	0.000858828420633	-51.69167072681162	15.508568345950142	0.0083067477373145	A	G	300
P02748	3.0678575488573813e-07	-37.558607115254006	7.336768939180633	9.635711720658506e-06	A	G	300
P02749	0.4184233644484874	-9.471982541906817	11.705951262016493	0.6620881081007756	A	G	300
P02750	0.0714396805020975	-25.979990874601324	14.411931415482652	0.2478329058748536	A	G	300
P02751	0.2157031798769982	7.886415949776958	6.370108767244575	0.4798697550805116	A	G	300
P02760	0.000948399389115	57.63111598053426	17.435428196467136	0.0089943981026133	A	G	300
P02763	0.3343987948272257	16.974604342846714	17.58495042962261	0.5945093607366563	A	G	300
P02765	0.1175455930868077	20.39744594079189	13.032186352312316	0.3352226296564014	A	G	300
P02766	0.0001083072451853	47.97734726790039	12.39345025061922	0.0014512177210378	A	G	300
P02771	0.5948106893096029	3.9025856565634447	7.337373816636836	0.7835383012670472	A	G	300
P02774	0.4045410106755285	15.540992627898731	18.64459754745445	0.6503380804530648	A	G	300
P02775	0.1003985187133638	7.09596157747725	4.319103412893468	0.3045317478315012	A	G	300
P02776	0.0370204081044653	6.414096665455746	3.075510396361316	0.1614317169338415	A	G	300
P02778	0.2378844037648618	7.58512804153376	6.426488504513435	0.5007546520970354	A	G	300
P02786	0.3224906123487199	8.3034039740876	8.392764325839401	0.5829245624240863	A	G	300
P02787	0.6613863233421654	7.456992462431148	17.025099086373793	0.8255227851168914	A	G	300
P02818	0.1489215982278641	5.887795741695347	4.079254060763722	0.3842756081480486	A	G	300
P03372	0.1308721290215106	-12.135166806517873	8.032961239876643	0.355938071575263	A	G	300
P03950	0.1118222023515664	15.387480291978015	9.67732025442108	0.3244117376009294	A	G	300
P03951	0.0138423597553273	32.96587579570176	13.393530010154024	0.0795935685931319	A	G	300
P03952	1.094137442472037e-07	72.66335803829725	13.683341316994811	4.2052308808695e-06	A	G	300
P03956	0.1798039159331886	5.805773349877212	4.32827696584134	0.4276931909127393	A	G	300
P04040	7.294820388295164e-07	41.87292240894872	8.453462542359926	2.0293495575438264e-05	A	G	300
P04054	0.1035744636944701	-13.996465023300177	8.59857193701972	0.310617051798303	A	G	300
P04062	0.9612473690867318	-0.3183671302450211	6.5523371627356175	0.9779880059569293	A	G	300
P04066	0.0001758983932649	25.954084746617703	6.918633858537604	0.002167929142307	A	G	300
P04070	5.05747673865634e-12	80.560542141705	11.668754588304976	7.775205028218503e-10	A	G	300
P04080	0.9146132450810798	0.7562300538778639	7.052969117123548	0.9568715218058144	A	G	300
P04083	0.6632843445666331	2.123148841549985	4.876506771690447	0.8265586904774468	A	G	300
P04085	0.3238548369278473	4.719965484138844	4.784230910494667	0.5830498357108113	A	G	300
P04090	0.8829113650730683	0.4091091219531501	2.777772565202967	0.9473161266991008	A	G	300
P04114	0.1607621196107769	18.1532846388834	12.943398743517417	0.4037714113354079	A	G	300
P04118	0.6346853917816324	2.7176876844796096	5.7197315676580365	0.808158687617327	A	G	300
P04141	0.0347372068652748	16.87333622346257	7.991506834046058	0.156017780369054	A	G	300
P04155	0.4342420833649699	3.435590925298992	4.393601771861742	0.676852254807405	A	G	300
P04179	0.8616363124510976	-1.3373309023642337	7.67295164907826	0.9387379706021576	A	G	300
P04180	8.623710057918053e-08	92.93481364265386	17.359419297979247	3.404034740429545e-06	A	G	300
P04183	0.0965361777624701	13.393207964675964	8.059054474872513	0.2974495519453324	A	G	300
P04196	0.0300875656306542	29.36336787816643	13.538145841134346	0.14244048493864	A	G	300
P04216	0.549922521296005	6.6585620639313206	11.137024232648644	0.7620131331620639	A	G	300
P04217	3.705053975653959e-05	99.54603688157594	24.13153935468966	0.0005849979817775	A	G	300
P04233	0.0594274277496007	17.830927949446306	9.459288641396745	0.2197310334893463	A	G	300
P04234	0.2565021642051374	-8.179713115198412	7.20871816021786	0.521439734573162	A	G	300
P04275	0.2307561094550692	-5.875233867986957	4.902510065469791	0.4952958409465492	A	G	300
P04278	1.1009260456212765e-06	-36.17231967280491	7.42349073417708	2.950279797486008e-05	A	G	300
P04406	0.7168758078722759	-1.5346093686026288	4.231801775756369	0.8571404972553901	A	G	300
P04439	0.6146948885843551	-6.41575156201954	12.745263849193597	0.7974972070958654	A	G	300
P04626	3.061259986266106e-05	56.51909136815383	13.557442999306907	0.0005051943740047	A	G	300
P04637	0.9015120764132588	0.4990675628475445	4.032822061040379	0.9514984059617012	A	G	300
P04746	0.262004423619835	-9.648273021262144	8.601733423689556	0.5268728899943197	A	G	300
P04792	0.8042343258131286	-1.1521182243540558	4.648058341684498	0.908417813495804	A	G	300
P04808	0.095353243276279	-6.200621683896081	3.717820261954776	0.295945551680404	A	G	300
P05000	0.6681197414278514	-2.887223402612081	6.734363229406969	0.8297524509824633	A	G	300
P05026	0.9065823174093618	-0.8089885316758492	6.893780695641683	0.9535927076531314	A	G	300
P05060	0.1284093300574702	-11.472285312479858	7.5455478379189715	0.3535881890055627	A	G	300
P05067	0.0211659881696541	12.492759273563388	5.419827608221594	0.1100104118212804	A	G	300
P05089	0.0316479316489984	10.64391964625888	4.953357396856034	0.1467358862646418	A	G	300
P05090	0.526118909575738	-8.00272470454005	12.623756200080054	0.7463785016370718	A	G	300
P05091	0.0036574789012804	17.11999018964334	5.890677918060611	0.0279672666770681	A	G	300
P05107	0.0003996403396617	36.42122205628928	10.287547397188872	0.0044555321837855	A	G	300
P05112	0.1781365893420546	-2.156328291851494	1.6014146180912985	0.4265057192361815	A	G	300
P05113	0.2513472132885447	-2.619096382699358	2.2832661610643936	0.5159597694466195	A	G	300
P05121	0.0027465538412999	20.282813725217267	6.772753921144221	0.0221621098630856	A	G	300
P05154	1.666683504281083e-12	76.77734345847834	10.875190799651966	3.0427390725031523e-10	A	G	300
P05155	0.0343840133335525	49.088418278005655	23.20373790184182	0.1549933687458439	A	G	300
P05156	1.321897840626018e-06	82.08406081268492	16.97202470890169	3.38707332672684e-05	A	G	300
P05160	5.987601752677171e-05	55.889455160000615	13.926063487068486	0.0008902719539613	A	G	300
P05164	0.6945610221342018	-2.2198633864355863	5.653211301028749	0.8435228728675344	A	G	300
P05187	0.0704682437261259	7.634901945192916	4.220768540047342	0.245336996333747	A	G	300
P05231	0.3906149969172583	3.794582956003624	4.420001719230697	0.6386488735365449	A	G	300
P05305	0.3980913938543189	8.835447854554134	10.455720359723571	0.6456208608802559	A	G	300
P05362	0.0165531130651787	28.562418124369536	11.918456755627313	0.0914019721425084	A	G	300
P05412	0.389113711421582	4.5581037083504174	5.292577028324398	0.6381814436060871	A	G	300
P05413	0.2421594762718824	8.579780611245903	7.335614775792686	0.5052626884711973	A	G	300
P05451	0.6932549312346659	2.7108328552370446	6.872581092616162	0.843046483820341	A	G	300
P05452	0.5411550340056863	11.364900627101086	18.5984437810307	0.7548776763756493	A	G	300
P05455	0.8861151425573068	0.6898053338672883	4.8163486394855415	0.9475697201268404	A	G	300
P05543	0.704139551826376	-7.139196792184219	18.8002984564606	0.849226381809582	A	G	300
P05546	3.093527073527737e-09	81.07531872978619	13.680004021285546	2.151474424232029e-07	A	G	300
P05549	0.9322661831032698	-0.496795367398161	5.8450659069730655	0.965998411083594	A	G	300
P05556	0.1568062015646814	24.345633291535023	17.194516896222577	0.3972514438598737	A	G	300
P05783	7.562142763213341e-06	14.311634283329154	3.196545029208625	0.0001555564719108	A	G	300
P05787	0.3528380846439493	2.03368956354288	2.188884972510552	0.6077654348184378	A	G	300
P05937	0.4150910212314715	-6.6220897515003365	8.125589400374452	0.6582415162959437	A	G	300
P05976	0.0783779555086264	12.631975590961863	7.176540857793647	0.2627445232246235	A	G	300
P06127	0.295970898312983	10.423635731422207	9.973695676503043	0.5601407511628004	A	G	300
P06132	0.1000423345933766	6.313248135531191	3.838661225656185	0.3041707756450135	A	G	300
P06213	0.6060688287884112	8.623301759775941	16.721773197724055	0.7920926393248093	A	G	300
P06276	3.358085058343085e-05	67.42100638796506	16.25497150213798	0.0005419318483657	A	G	300
P06280	1.2536886858553388e-07	46.806126926625694	8.855589326000691	4.694903399209545e-06	A	G	300
P06396	0.0001530852904075	-70.01572773656201	18.493274171598607	0.0019274229882771	A	G	300
P06401	0.4371837984826414	-5.410881168447812	6.96419124267062	0.680348361943418	A	G	300
P06493	0.5336968661055308	4.561719764559967	7.329563455552625	0.750567427007345	A	G	300
P06681	9.824180435462958e-05	50.252352066425786	12.902111315449831	0.0013664967167613	A	G	300
P06727	0.0509544462445099	16.743129521575025	8.578023995894712	0.1983805196742006	A	G	300
P06729	0.0740806952358958	-14.91618746095426	8.351192568360712	0.2527273237777793	A	G	300
P06730	0.6148455016706227	1.4669338143562274	2.9153902473071622	0.7974972070958654	A	G	300
P06731	0.000451873794516	16.908608820431002	4.820325306720755	0.0049067782668447	A	G	300
P06733	0.9106605670682671	-0.4462369934942113	3.97696626894202	0.9561608613969836	A	G	300
P06734	0.2075063977242833	10.397048559302853	8.24866760444008	0.4702297810338491	A	G	300
P06744	0.1697359553017989	7.16131452990986	5.215615091315682	0.416675819695839	A	G	300
P06748	0.4965889733981594	-1.4115486954436958	2.076214410407304	0.7237166172383446	A	G	300
P06753	0.0100845209175506	-14.106618860866565	5.48273243098863	0.0617544771491935	A	G	300
P06756	0.1371551599062369	-26.42224319666949	17.77517493358249	0.3656080550575543	A	G	300
P06850	0.352707446849836	-3.857206260683578	4.150432006165848	0.6077654348184378	A	G	300
P06858	6.498025728627051e-06	-26.43168696199092	5.86133285407479	0.0001385454974694	A	G	300
P06870	0.2342884199418569	-5.803824891202623	4.879687915121474	0.4982049956706824	A	G	300
P07093	0.0676057757682178	8.485534280419772	4.642928363592453	0.2390756307735644	A	G	300
P07098	0.4870285448980344	-4.5004991481534296	6.475140555974005	0.7170076304263279	A	G	300
P07108	0.3874444922313658	3.325215727544397	3.84746675884908	0.636515951522958	A	G	300
P07148	9.775478644767302e-05	16.210108135284912	4.160600556005397	0.0013662283790126	A	G	300
P07196	0.969262914971028	-0.2605429890921096	6.761597478617425	0.9821006447855416	A	G	300
P07204	0.2821553199078306	14.33410628761196	13.327974871943123	0.5487188345211539	A	G	300
P07225	5.155370804838148e-05	59.34695921455727	14.659110814134085	0.0007884208440278	A	G	300
P07237	0.0009530087215313	27.1692530629208	8.223030028483874	0.0090088623805596	A	G	300
P07288	0.2958586420108541	-6.289685272211619	6.016790053750669	0.5601407511628004	A	G	300
P07306	9.108265355968686e-07	53.71923850231407	10.940811807970944	2.469267520691324e-05	A	G	300
P07307	0.0827262439111397	21.72065973438273	12.518519031429472	0.2730433428976712	A	G	300
P07311	0.1225737616948173	6.182733915220634	4.004205352373777	0.3436064855187729	A	G	300
P07320	0.9744771249200168	-0.1027354404692873	3.2111209857557745	0.9842488526595328	A	G	300
P07332	0.3550460896828629	4.980528717070485	5.385252732705593	0.6093028636054436	A	G	300
P07333	0.0008880303803738	29.005794693647363	8.726723008418995	0.0085608473302701	A	G	300
P07339	4.1253388282281325e-09	50.576219806012666	8.602732730245183	2.802352259826599e-07	A	G	300
P07355	0.8926379321029583	-0.3669166671246255	2.718564919435827	0.9496800311214846	A	G	300
P07358	0.1303639638072375	18.690772063985737	12.356161251720868	0.3555558468462073	A	G	300
P07359	0.0492021768050553	20.4554225816087	10.400169425773962	0.1950061851391676	A	G	300
P07451	0.3817319918616836	6.109205453756247	6.984267897956192	0.6325042261728022	A	G	300
P07478	0.0002217601646764	27.24862717464228	7.378764982812203	0.0026656849424681	A	G	300
P07492	1.4674582664612834e-05	35.2782348501298	8.140785746836109	0.0002662388569151	A	G	300
P07585	0.7542122309405427	-4.707953369389156	15.037057311708596	0.878231340401284	A	G	300
P07602	0.6562768467030825	5.4901033930621	12.335665104000816	0.822034592289753	A	G	300
P07711	0.1200717093919707	14.97345750938725	9.63249965090677	0.340852467547807	A	G	300
P07741	0.4090273955172878	5.175751990529012	6.269030742447776	0.6528792471617473	A	G	300
P07766	0.322893509757676	-7.814871779744237	7.905554306472361	0.5829245624240863	A	G	300
P07858	0.197683895799261	-10.721989099595133	8.32337332863332	0.4566361643064731	A	G	300
P07911	0.0002788598548559	-28.39490912206792	7.813279414844962	0.0033111773822523	A	G	300
P07942	0.0081765732830639	31.607395781665733	11.951265767455173	0.0522620799996272	A	G	300
P07947	0.0685593222995183	5.22699665247062	2.86990607083501	0.240699255332804	A	G	300
P07948	0.4523250172062255	2.9913389129256664	3.9802550976677296	0.6915266794114431	A	G	300
P07949	1.7052329568115578e-06	38.49929151428958	8.044911310335605	4.167421356619395e-05	A	G	300
P07954	0.8776039581791915	0.723509094111903	4.697887476389037	0.9441919564793436	A	G	300
P07992	0.120074354367235	18.06840813791213	11.623579750424446	0.340852467547807	A	G	300
P07998	0.6540427546631222	5.079725590170815	11.334801266019022	0.820996513266429	A	G	300
P08069	0.0624256089451921	21.46755750278184	11.521500197203824	0.2265194456462123	A	G	300
P08118	0.88466008251972	-0.9906230550338874	6.828853580256862	0.9475697201268404	A	G	300
P08134	0.6751637846263263	-1.311170595294361	3.128750565793293	0.8321322425710967	A	G	300
P08138	0.406886090577178	-7.06448018233711	8.51772423340891	0.6524994197593147	A	G	300
P08174	0.0511971720752803	29.29795295598938	15.025952107361263	0.1988656112126247	A	G	300
P08185	0.0335186289266035	38.54042860458929	18.129715151722543	0.1533354253643391	A	G	300
P08217	0.0331466128194893	15.094573823306392	7.085646692182205	0.1521068564840531	A	G	300
P08236	4.1193938339630816e-10	37.98632101226133	6.078360569793411	3.646287693638232e-08	A	G	300
P08254	0.0016435994126989	-19.575790962330725	6.218373520353202	0.014162105853963	A	G	300
P08263	1.0329437321691423e-08	18.68683058882793	3.263944712072728	5.80236277243474e-07	A	G	300
P08294	0.2920687679308065	-5.899851424642281	5.599738206260316	0.5576186604422274	A	G	300
P08319	2.0585892453477527e-06	18.999062512339613	4.001836456929563	4.810511348528628e-05	A	G	300
